"TICKER"|"METRIC"|"VALUE"
"IFF"|"LEAD.POLITICS.QUAL"|"7"
"FRC"|"LEAD.POLITICS.QUAL"|NA
"MAS"|"LEAD.POLITICS.QUAL"|"3"
"HRS"|"LEAD.POLITICS.QUAL"|"5"
"TXT"|"LEAD.POLITICS.QUAL"|"4"
"CTAS"|"LEAD.POLITICS.QUAL"|"0"
"LNC"|"LEAD.POLITICS.QUAL"|"12"
"IRM"|"LEAD.POLITICS.QUAL"|"48"
"MTD"|"LEAD.POLITICS.QUAL"|NA
"CNP"|"LEAD.POLITICS.QUAL"|"7"
"MDVN"|"LEAD.POLITICS.QUAL"|NA
"XRX"|"LEAD.POLITICS.QUAL"|"46"
"LKQ"|"LEAD.POLITICS.QUAL"|NA
"KEY"|"LEAD.POLITICS.QUAL"|"48"
"NCLH"|"LEAD.POLITICS.QUAL"|NA
"VNTV"|"LEAD.POLITICS.QUAL"|NA
"HBI"|"LEAD.POLITICS.QUAL"|"5"
"M"|"LEAD.POLITICS.QUAL"|"7"
"LULU"|"LEAD.POLITICS.QUAL"|NA
"FNF"|"LEAD.POLITICS.QUAL"|NA
"OKE"|"LEAD.POLITICS.QUAL"|"15"
"CBG"|"LEAD.POLITICS.QUAL"|"48"
"KSU"|"LEAD.POLITICS.QUAL"|"46"
"WRK"|"LEAD.POLITICS.QUAL"|"7"
"TSS"|"LEAD.POLITICS.QUAL"|"7"
"IPG"|"LEAD.POLITICS.QUAL"|"33"
"LEN"|"LEAD.POLITICS.QUAL"|"7"
"TRIP"|"LEAD.POLITICS.QUAL"|"0"
"KMX"|"LEAD.POLITICS.QUAL"|"0"
"BBY"|"LEAD.POLITICS.QUAL"|"48"
"WU"|"LEAD.POLITICS.QUAL"|"10"
"SEE"|"LEAD.POLITICS.QUAL"|"45"
"AKAM"|"LEAD.POLITICS.QUAL"|"7"
"XL"|"LEAD.POLITICS.QUAL"|"12"
"HOLX"|"LEAD.POLITICS.QUAL"|NA
"VRSN"|"LEAD.POLITICS.QUAL"|"7"
"MOS"|"LEAD.POLITICS.QUAL"|"7"
"COTY"|"LEAD.POLITICS.QUAL"|NA
"SNA"|"LEAD.POLITICS.QUAL"|"8"
"JBHT"|"LEAD.POLITICS.QUAL"|NA
"LNT"|"LEAD.POLITICS.QUAL"|NA
"JNPR"|"LEAD.POLITICS.QUAL"|"6"
"ALB"|"LEAD.POLITICS.QUAL"|NA
"EXPD"|"LEAD.POLITICS.QUAL"|"43"
"INGR"|"LEAD.POLITICS.QUAL"|NA
"AMG"|"LEAD.POLITICS.QUAL"|"0"
"TSO"|"LEAD.POLITICS.QUAL"|"59"
"KORS"|"LEAD.POLITICS.QUAL"|"3"
"CDK"|"LEAD.POLITICS.QUAL"|NA
"BG"|"LEAD.POLITICS.QUAL"|NA
"DRI"|"LEAD.POLITICS.QUAL"|"55"
"PNW"|"LEAD.POLITICS.QUAL"|"24"
"FBHS"|"LEAD.POLITICS.QUAL"|NA
"VAL"|"LEAD.POLITICS.QUAL"|NA
"SRCL"|"LEAD.POLITICS.QUAL"|"11"
"AR"|"LEAD.POLITICS.QUAL"|NA
"ACGL"|"LEAD.POLITICS.QUAL"|NA
"RMD"|"LEAD.POLITICS.QUAL"|NA
"LEA"|"LEAD.POLITICS.QUAL"|NA
"IT"|"LEAD.POLITICS.QUAL"|NA
"CNA"|"LEAD.POLITICS.QUAL"|NA
"AJG"|"LEAD.POLITICS.QUAL"|NA
"IMS"|"LEAD.POLITICS.QUAL"|NA
"RAD"|"LEAD.POLITICS.QUAL"|NA
"XYL"|"LEAD.POLITICS.QUAL"|"26"
"ARMK"|"LEAD.POLITICS.QUAL"|NA
"SNI"|"LEAD.POLITICS.QUAL"|"0"
"NI"|"LEAD.POLITICS.QUAL"|"19"
"NFX"|"LEAD.POLITICS.QUAL"|"11"
"UNM"|"LEAD.POLITICS.QUAL"|"67"
"GRMN"|"LEAD.POLITICS.QUAL"|"0"
"IDXX"|"LEAD.POLITICS.QUAL"|NA
"Y"|"LEAD.POLITICS.QUAL"|NA
"WR"|"LEAD.POLITICS.QUAL"|NA
"GAS"|"LEAD.POLITICS.QUAL"|"25"
"VAR"|"LEAD.POLITICS.QUAL"|"4"
"HOG"|"LEAD.POLITICS.QUAL"|"40"
"SNPS"|"LEAD.POLITICS.QUAL"|NA
"FFIV"|"LEAD.POLITICS.QUAL"|"0"
"COO"|"LEAD.POLITICS.QUAL"|NA
"WWAV"|"LEAD.POLITICS.QUAL"|NA
"SEIC"|"LEAD.POLITICS.QUAL"|NA
"IHS"|"LEAD.POLITICS.QUAL"|NA
"Q"|"LEAD.POLITICS.QUAL"|NA
"ATO"|"LEAD.POLITICS.QUAL"|NA
"ALLY"|"LEAD.POLITICS.QUAL"|NA
"ANSS"|"LEAD.POLITICS.QUAL"|NA
"TIF"|"LEAD.POLITICS.QUAL"|"40"
"LNG"|"LEAD.POLITICS.QUAL"|NA
"SABR"|"LEAD.POLITICS.QUAL"|NA
"PVH"|"LEAD.POLITICS.QUAL"|"0"
"BR"|"LEAD.POLITICS.QUAL"|NA
"ALK"|"LEAD.POLITICS.QUAL"|NA
"RL"|"LEAD.POLITICS.QUAL"|"0"
"HBAN"|"LEAD.POLITICS.QUAL"|"24"
"TFX"|"LEAD.POLITICS.QUAL"|NA
"GPS"|"LEAD.POLITICS.QUAL"|"50"
"UGI"|"LEAD.POLITICS.QUAL"|NA
"SPLK"|"LEAD.POLITICS.QUAL"|NA
"HII"|"LEAD.POLITICS.QUAL"|NA
"WYN"|"LEAD.POLITICS.QUAL"|"7"
"CMA"|"LEAD.POLITICS.QUAL"|"22"
"FL"|"LEAD.POLITICS.QUAL"|NA
"CCK"|"LEAD.POLITICS.QUAL"|NA
"RE"|"LEAD.POLITICS.QUAL"|NA
"CDNS"|"LEAD.POLITICS.QUAL"|NA
"RRC"|"LEAD.POLITICS.QUAL"|"8"
"AES"|"LEAD.POLITICS.QUAL"|"9"
"AOS"|"LEAD.POLITICS.QUAL"|NA
"RJF"|"LEAD.POLITICS.QUAL"|NA
"NYCB"|"LEAD.POLITICS.QUAL"|NA
"TMK"|"LEAD.POLITICS.QUAL"|"4"
"MSCI"|"LEAD.POLITICS.QUAL"|NA
"CSC"|"LEAD.POLITICS.QUAL"|"32"
"UHAL"|"LEAD.POLITICS.QUAL"|NA
"ASH"|"LEAD.POLITICS.QUAL"|NA
"GT"|"LEAD.POLITICS.QUAL"|"16"
"MIDD"|"LEAD.POLITICS.QUAL"|NA
"FLR"|"LEAD.POLITICS.QUAL"|"30"
"CDW"|"LEAD.POLITICS.QUAL"|NA
"HP"|"LEAD.POLITICS.QUAL"|"0"
"NTAP"|"LEAD.POLITICS.QUAL"|"44"
"BWA"|"LEAD.POLITICS.QUAL"|"4"
"ITC"|"LEAD.POLITICS.QUAL"|NA
"QRVO"|"LEAD.POLITICS.QUAL"|NA
"ETFC"|"LEAD.POLITICS.QUAL"|"0"
"CSGP"|"LEAD.POLITICS.QUAL"|NA
"HDS"|"LEAD.POLITICS.QUAL"|NA
"WRB"|"LEAD.POLITICS.QUAL"|NA
"GLPI"|"LEAD.POLITICS.QUAL"|NA
"AVY"|"LEAD.POLITICS.QUAL"|"0"
"SPB"|"LEAD.POLITICS.QUAL"|NA
"RPM"|"LEAD.POLITICS.QUAL"|NA
"NWS"|"LEAD.POLITICS.QUAL"|NA
"JKHY"|"LEAD.POLITICS.QUAL"|NA
"WAB"|"LEAD.POLITICS.QUAL"|NA
"SBNY"|"LEAD.POLITICS.QUAL"|NA
"NVR"|"LEAD.POLITICS.QUAL"|NA
"LEG"|"LEAD.POLITICS.QUAL"|"10"
"BBBY"|"LEAD.POLITICS.QUAL"|"5"
"TRMB"|"LEAD.POLITICS.QUAL"|NA
"ZAYO"|"LEAD.POLITICS.QUAL"|NA
"FLS"|"LEAD.POLITICS.QUAL"|"11"
"SIG"|"LEAD.POLITICS.QUAL"|NA
"MNK"|"LEAD.POLITICS.QUAL"|"17"
"TE"|"LEAD.POLITICS.QUAL"|"32"
"ALLE"|"LEAD.POLITICS.QUAL"|"7"
"FDS"|"LEAD.POLITICS.QUAL"|NA
"AXTA"|"LEAD.POLITICS.QUAL"|NA
"MD"|"LEAD.POLITICS.QUAL"|NA
"CF"|"LEAD.POLITICS.QUAL"|"58"
"IEX"|"LEAD.POLITICS.QUAL"|NA
"FANG"|"LEAD.POLITICS.QUAL"|NA
"FMC"|"LEAD.POLITICS.QUAL"|"41"
"PHM"|"LEAD.POLITICS.QUAL"|"44"
"CSL"|"LEAD.POLITICS.QUAL"|NA
"JWN"|"LEAD.POLITICS.QUAL"|"3"
"ALKS"|"LEAD.POLITICS.QUAL"|NA
"TRGP"|"LEAD.POLITICS.QUAL"|NA
"DPZ"|"LEAD.POLITICS.QUAL"|NA
"KSS"|"LEAD.POLITICS.QUAL"|"7"
"ALGN"|"LEAD.POLITICS.QUAL"|NA
"H"|"LEAD.POLITICS.QUAL"|NA
"CIT"|"LEAD.POLITICS.QUAL"|NA
"N"|"LEAD.POLITICS.QUAL"|NA
"JEC"|"LEAD.POLITICS.QUAL"|"0"
"AFG"|"LEAD.POLITICS.QUAL"|NA
"PPC"|"LEAD.POLITICS.QUAL"|NA
"URI"|"LEAD.POLITICS.QUAL"|"0"
"PKG"|"LEAD.POLITICS.QUAL"|NA
"ROL"|"LEAD.POLITICS.QUAL"|NA
"OGE"|"LEAD.POLITICS.QUAL"|NA
"STLD"|"LEAD.POLITICS.QUAL"|NA
"DXCM"|"LEAD.POLITICS.QUAL"|NA
"LAMR"|"LEAD.POLITICS.QUAL"|NA
"LUK"|"LEAD.POLITICS.QUAL"|"0"
"WTR"|"LEAD.POLITICS.QUAL"|NA
"ARW"|"LEAD.POLITICS.QUAL"|NA
"FTI"|"LEAD.POLITICS.QUAL"|"0"
"COMM"|"LEAD.POLITICS.QUAL"|NA
"RGA"|"LEAD.POLITICS.QUAL"|NA
"VOYA"|"LEAD.POLITICS.QUAL"|NA
"LII"|"LEAD.POLITICS.QUAL"|NA
"SPR"|"LEAD.POLITICS.QUAL"|NA
"SSNC"|"LEAD.POLITICS.QUAL"|NA
"Z"|"LEAD.POLITICS.QUAL"|NA
"WBC"|"LEAD.POLITICS.QUAL"|NA
"ULTI"|"LEAD.POLITICS.QUAL"|NA
"TRU"|"LEAD.POLITICS.QUAL"|NA
"WFT"|"LEAD.POLITICS.QUAL"|NA
"PKI"|"LEAD.POLITICS.QUAL"|"16"
"FTNT"|"LEAD.POLITICS.QUAL"|NA
"G"|"LEAD.POLITICS.QUAL"|NA
"MIC"|"LEAD.POLITICS.QUAL"|NA
"WLK"|"LEAD.POLITICS.QUAL"|NA
"HUBB"|"LEAD.POLITICS.QUAL"|NA
"FTR"|"LEAD.POLITICS.QUAL"|"7"
"TYL"|"LEAD.POLITICS.QUAL"|NA
"OC"|"LEAD.POLITICS.QUAL"|NA
"MIK"|"LEAD.POLITICS.QUAL"|NA
"SPLS"|"LEAD.POLITICS.QUAL"|"54"
"WST"|"LEAD.POLITICS.QUAL"|NA
"ZION"|"LEAD.POLITICS.QUAL"|"0"
"HLF"|"LEAD.POLITICS.QUAL"|NA
"SGEN"|"LEAD.POLITICS.QUAL"|NA
"KAR"|"LEAD.POLITICS.QUAL"|NA
"RS"|"LEAD.POLITICS.QUAL"|NA
"THS"|"LEAD.POLITICS.QUAL"|NA
"BKFS"|"LEAD.POLITICS.QUAL"|NA
"JBLU"|"LEAD.POLITICS.QUAL"|NA
"AVT"|"LEAD.POLITICS.QUAL"|NA
"SERV"|"LEAD.POLITICS.QUAL"|NA
"HRB"|"LEAD.POLITICS.QUAL"|"56"
"SIX"|"LEAD.POLITICS.QUAL"|NA
"CPRT"|"LEAD.POLITICS.QUAL"|NA
"GRA"|"LEAD.POLITICS.QUAL"|NA
"MKTX"|"LEAD.POLITICS.QUAL"|NA
"CBOE"|"LEAD.POLITICS.QUAL"|NA
"PE"|"LEAD.POLITICS.QUAL"|NA
"HAR"|"LEAD.POLITICS.QUAL"|"7"
"GDDY"|"LEAD.POLITICS.QUAL"|NA
"LVNTA"|"LEAD.POLITICS.QUAL"|NA
"WOOF"|"LEAD.POLITICS.QUAL"|NA
"MAN"|"LEAD.POLITICS.QUAL"|NA
"JLL"|"LEAD.POLITICS.QUAL"|NA
"AIZ"|"LEAD.POLITICS.QUAL"|"14"
"OA"|"LEAD.POLITICS.QUAL"|NA
"ACHC"|"LEAD.POLITICS.QUAL"|NA
"ALNY"|"LEAD.POLITICS.QUAL"|NA
"CUBE"|"LEAD.POLITICS.QUAL"|NA
"IM"|"LEAD.POLITICS.QUAL"|NA
"EVHC"|"LEAD.POLITICS.QUAL"|NA
"SIVB"|"LEAD.POLITICS.QUAL"|NA
"PNRA"|"LEAD.POLITICS.QUAL"|NA
"PII"|"LEAD.POLITICS.QUAL"|NA
"CRI"|"LEAD.POLITICS.QUAL"|NA
"POST"|"LEAD.POLITICS.QUAL"|NA
"MRVL"|"LEAD.POLITICS.QUAL"|NA
"SCI"|"LEAD.POLITICS.QUAL"|NA
"EWBC"|"LEAD.POLITICS.QUAL"|NA
"ATHN"|"LEAD.POLITICS.QUAL"|NA
"RHI"|"LEAD.POLITICS.QUAL"|"7"
"PF"|"LEAD.POLITICS.QUAL"|NA
"MUR"|"LEAD.POLITICS.QUAL"|"6"
"USFD"|"LEAD.POLITICS.QUAL"|NA
"KEYS"|"LEAD.POLITICS.QUAL"|NA
"SWN"|"LEAD.POLITICS.QUAL"|NA
"HAIN"|"LEAD.POLITICS.QUAL"|NA
"BRO"|"LEAD.POLITICS.QUAL"|NA
"ERIE"|"LEAD.POLITICS.QUAL"|NA
"MTN"|"LEAD.POLITICS.QUAL"|NA
"TFSL"|"LEAD.POLITICS.QUAL"|NA
"CPN"|"LEAD.POLITICS.QUAL"|NA
"ANET"|"LEAD.POLITICS.QUAL"|NA
"AXS"|"LEAD.POLITICS.QUAL"|NA
"OPK"|"LEAD.POLITICS.QUAL"|NA
"BEAV"|"LEAD.POLITICS.QUAL"|NA
"FSLR"|"LEAD.POLITICS.QUAL"|"3"
"PNY"|"LEAD.POLITICS.QUAL"|NA
"ORI"|"LEAD.POLITICS.QUAL"|NA
"ODFL"|"LEAD.POLITICS.QUAL"|NA
"TGNA"|"LEAD.POLITICS.QUAL"|NA
"NDSN"|"LEAD.POLITICS.QUAL"|NA
"AN"|"LEAD.POLITICS.QUAL"|"7"
"RNR"|"LEAD.POLITICS.QUAL"|NA
"ACM"|"LEAD.POLITICS.QUAL"|NA
"ATR"|"LEAD.POLITICS.QUAL"|NA
"PDCO"|"LEAD.POLITICS.QUAL"|"0"
"EPC"|"LEAD.POLITICS.QUAL"|NA
"NEU"|"LEAD.POLITICS.QUAL"|NA
"UTHR"|"LEAD.POLITICS.QUAL"|NA
"DLB"|"LEAD.POLITICS.QUAL"|NA
"TTC"|"LEAD.POLITICS.QUAL"|NA
"SON"|"LEAD.POLITICS.QUAL"|NA
"BMS"|"LEAD.POLITICS.QUAL"|NA
"LYV"|"LEAD.POLITICS.QUAL"|NA
"WSO"|"LEAD.POLITICS.QUAL"|NA
"PINC"|"LEAD.POLITICS.QUAL"|NA
"MANH"|"LEAD.POLITICS.QUAL"|NA
"PBCT"|"LEAD.POLITICS.QUAL"|"0"
"EPR"|"LEAD.POLITICS.QUAL"|NA
"NFG"|"LEAD.POLITICS.QUAL"|NA
"DCI"|"LEAD.POLITICS.QUAL"|NA
"SSS"|"LEAD.POLITICS.QUAL"|NA
"GXP"|"LEAD.POLITICS.QUAL"|NA
"BUFF"|"LEAD.POLITICS.QUAL"|NA
"ALSN"|"LEAD.POLITICS.QUAL"|NA
"PACW"|"LEAD.POLITICS.QUAL"|NA
"WCG"|"LEAD.POLITICS.QUAL"|NA
"DKS"|"LEAD.POLITICS.QUAL"|NA
"SKX"|"LEAD.POLITICS.QUAL"|NA
"CASY"|"LEAD.POLITICS.QUAL"|NA
"WSM"|"LEAD.POLITICS.QUAL"|NA
"VEEV"|"LEAD.POLITICS.QUAL"|NA
"DNB"|"LEAD.POLITICS.QUAL"|"9"
"NUAN"|"LEAD.POLITICS.QUAL"|NA
"TOL"|"LEAD.POLITICS.QUAL"|NA
"GNTX"|"LEAD.POLITICS.QUAL"|NA
"CBSH"|"LEAD.POLITICS.QUAL"|NA
"BURL"|"LEAD.POLITICS.QUAL"|NA
"MDU"|"LEAD.POLITICS.QUAL"|NA
"IPGP"|"LEAD.POLITICS.QUAL"|NA
"EGN"|"LEAD.POLITICS.QUAL"|NA
"NRG"|"LEAD.POLITICS.QUAL"|"10"
"RLGY"|"LEAD.POLITICS.QUAL"|NA
"BERY"|"LEAD.POLITICS.QUAL"|NA
"HHC"|"LEAD.POLITICS.QUAL"|NA
"ACAD"|"LEAD.POLITICS.QUAL"|NA
"GGG"|"LEAD.POLITICS.QUAL"|NA
"ENH"|"LEAD.POLITICS.QUAL"|NA
"MSM"|"LEAD.POLITICS.QUAL"|NA
"STR"|"LEAD.POLITICS.QUAL"|NA
"FEIC"|"LEAD.POLITICS.QUAL"|NA
"HTZ"|"LEAD.POLITICS.QUAL"|NA
"GWRE"|"LEAD.POLITICS.QUAL"|NA
"AMCX"|"LEAD.POLITICS.QUAL"|NA
"IAC"|"LEAD.POLITICS.QUAL"|NA
"ABMD"|"LEAD.POLITICS.QUAL"|NA
"HFC"|"LEAD.POLITICS.QUAL"|NA
"AFSI"|"LEAD.POLITICS.QUAL"|NA
"AGCO"|"LEAD.POLITICS.QUAL"|NA
"JUNO"|"LEAD.POLITICS.QUAL"|NA
"PTC"|"LEAD.POLITICS.QUAL"|NA
"ARRS"|"LEAD.POLITICS.QUAL"|NA
"AMSG"|"LEAD.POLITICS.QUAL"|NA
"FLIR"|"LEAD.POLITICS.QUAL"|"7"
"BAH"|"LEAD.POLITICS.QUAL"|NA
"RGLD"|"LEAD.POLITICS.QUAL"|NA
"VVC"|"LEAD.POLITICS.QUAL"|NA
"CAA"|"LEAD.POLITICS.QUAL"|NA
"SBH"|"LEAD.POLITICS.QUAL"|NA
"BIO"|"LEAD.POLITICS.QUAL"|NA
"BC"|"LEAD.POLITICS.QUAL"|NA
"TECH"|"LEAD.POLITICS.QUAL"|NA
"DNKN"|"LEAD.POLITICS.QUAL"|NA
"MSG"|"LEAD.POLITICS.QUAL"|NA
"BRCD"|"LEAD.POLITICS.QUAL"|NA
"LAZ"|"LEAD.POLITICS.QUAL"|NA
"FAF"|"LEAD.POLITICS.QUAL"|NA
"CONE"|"LEAD.POLITICS.QUAL"|NA
"QEP"|"LEAD.POLITICS.QUAL"|NA
"LECO"|"LEAD.POLITICS.QUAL"|NA
"GPK"|"LEAD.POLITICS.QUAL"|NA
"WTM"|"LEAD.POLITICS.QUAL"|NA
"SMG"|"LEAD.POLITICS.QUAL"|NA
"GPOR"|"LEAD.POLITICS.QUAL"|NA
"RIG"|"LEAD.POLITICS.QUAL"|"7"
"ON"|"LEAD.POLITICS.QUAL"|NA
"NBIX"|"LEAD.POLITICS.QUAL"|NA
"NAVI"|"LEAD.POLITICS.QUAL"|NA
"EEFT"|"LEAD.POLITICS.QUAL"|NA
"DATA"|"LEAD.POLITICS.QUAL"|NA
"TER"|"LEAD.POLITICS.QUAL"|NA
"CRL"|"LEAD.POLITICS.QUAL"|NA
"CSAL"|"LEAD.POLITICS.QUAL"|NA
"CXW"|"LEAD.POLITICS.QUAL"|NA
"MTCH"|"LEAD.POLITICS.QUAL"|NA
"EV"|"LEAD.POLITICS.QUAL"|NA
"HXL"|"LEAD.POLITICS.QUAL"|NA
"BOKF"|"LEAD.POLITICS.QUAL"|NA
"CFR"|"LEAD.POLITICS.QUAL"|NA
"CNK"|"LEAD.POLITICS.QUAL"|NA
"DST"|"LEAD.POLITICS.QUAL"|NA
"VWR"|"LEAD.POLITICS.QUAL"|NA
"HEI"|"LEAD.POLITICS.QUAL"|NA
"USG"|"LEAD.POLITICS.QUAL"|NA
"BRKR"|"LEAD.POLITICS.QUAL"|NA
"CSRA"|"LEAD.POLITICS.QUAL"|NA
"ENDP"|"LEAD.POLITICS.QUAL"|"18"
"CBI"|"LEAD.POLITICS.QUAL"|NA
"EXP"|"LEAD.POLITICS.QUAL"|NA
"VR"|"LEAD.POLITICS.QUAL"|NA
"POOL"|"LEAD.POLITICS.QUAL"|NA
"FLO"|"LEAD.POLITICS.QUAL"|NA
"SNV"|"LEAD.POLITICS.QUAL"|NA
"KEX"|"LEAD.POLITICS.QUAL"|NA
"ALR"|"LEAD.POLITICS.QUAL"|NA
"SC"|"LEAD.POLITICS.QUAL"|NA
"HE"|"LEAD.POLITICS.QUAL"|NA
"NCR"|"LEAD.POLITICS.QUAL"|NA
"BWXT"|"LEAD.POLITICS.QUAL"|NA
"HUN"|"LEAD.POLITICS.QUAL"|NA
"AKRX"|"LEAD.POLITICS.QUAL"|NA
"SATS"|"LEAD.POLITICS.QUAL"|NA
"THG"|"LEAD.POLITICS.QUAL"|NA
"GWR"|"LEAD.POLITICS.QUAL"|NA
"FNFG"|"LEAD.POLITICS.QUAL"|NA
"CGNX"|"LEAD.POLITICS.QUAL"|NA
"TDC"|"LEAD.POLITICS.QUAL"|"41"
"NATI"|"LEAD.POLITICS.QUAL"|NA
"JBL"|"LEAD.POLITICS.QUAL"|NA
"WAL"|"LEAD.POLITICS.QUAL"|NA
"TPX"|"LEAD.POLITICS.QUAL"|NA
"ICPT"|"LEAD.POLITICS.QUAL"|NA
"CACC"|"LEAD.POLITICS.QUAL"|NA
"WEX"|"LEAD.POLITICS.QUAL"|NA
"MORN"|"LEAD.POLITICS.QUAL"|NA
"PWR"|"LEAD.POLITICS.QUAL"|"7"
"LDOS"|"LEAD.POLITICS.QUAL"|NA
"CFX"|"LEAD.POLITICS.QUAL"|NA
"R"|"LEAD.POLITICS.QUAL"|"35"
"AGO"|"LEAD.POLITICS.QUAL"|NA
"SFM"|"LEAD.POLITICS.QUAL"|NA
"THO"|"LEAD.POLITICS.QUAL"|NA
"PBI"|"LEAD.POLITICS.QUAL"|"37"
"TRCO"|"LEAD.POLITICS.QUAL"|NA
"RES"|"LEAD.POLITICS.QUAL"|NA
"DO"|"LEAD.POLITICS.QUAL"|"0"
"CAB"|"LEAD.POLITICS.QUAL"|NA
"CR"|"LEAD.POLITICS.QUAL"|NA
"CLGX"|"LEAD.POLITICS.QUAL"|NA
"OMF"|"LEAD.POLITICS.QUAL"|NA
"FI"|"LEAD.POLITICS.QUAL"|NA
"RICE"|"LEAD.POLITICS.QUAL"|NA
"RRD"|"LEAD.POLITICS.QUAL"|NA
"OSK"|"LEAD.POLITICS.QUAL"|NA
"BKU"|"LEAD.POLITICS.QUAL"|NA
"MRD"|"LEAD.POLITICS.QUAL"|NA
"CY"|"LEAD.POLITICS.QUAL"|NA
"LM"|"LEAD.POLITICS.QUAL"|"0"
"WPX"|"LEAD.POLITICS.QUAL"|NA
"AWH"|"LEAD.POLITICS.QUAL"|NA
"CST"|"LEAD.POLITICS.QUAL"|NA
"HRC"|"LEAD.POLITICS.QUAL"|NA
"USM"|"LEAD.POLITICS.QUAL"|NA
"ESV"|"LEAD.POLITICS.QUAL"|"7"
"FII"|"LEAD.POLITICS.QUAL"|NA
"LGF"|"LEAD.POLITICS.QUAL"|NA
"ITT"|"LEAD.POLITICS.QUAL"|NA
"FHN"|"LEAD.POLITICS.QUAL"|NA
"OII"|"LEAD.POLITICS.QUAL"|NA
"RYN"|"LEAD.POLITICS.QUAL"|NA
"RGC"|"LEAD.POLITICS.QUAL"|NA
"OUT"|"LEAD.POLITICS.QUAL"|NA
"ANAT"|"LEAD.POLITICS.QUAL"|NA
"INT"|"LEAD.POLITICS.QUAL"|NA
"PTEN"|"LEAD.POLITICS.QUAL"|NA
"CNX"|"LEAD.POLITICS.QUAL"|"25"
"SAVE"|"LEAD.POLITICS.QUAL"|NA
"URBN"|"LEAD.POLITICS.QUAL"|"0"
"OI"|"LEAD.POLITICS.QUAL"|"5"
"TDS"|"LEAD.POLITICS.QUAL"|NA
"SLGN"|"LEAD.POLITICS.QUAL"|NA
"VMI"|"LEAD.POLITICS.QUAL"|NA
"BKD"|"LEAD.POLITICS.QUAL"|NA
"PAG"|"LEAD.POLITICS.QUAL"|NA
"BPOP"|"LEAD.POLITICS.QUAL"|NA
"CLH"|"LEAD.POLITICS.QUAL"|NA
"ENR"|"LEAD.POLITICS.QUAL"|NA
"SQ"|"LEAD.POLITICS.QUAL"|NA
"CAR"|"LEAD.POLITICS.QUAL"|NA
"STAY"|"LEAD.POLITICS.QUAL"|NA
"BOH"|"LEAD.POLITICS.QUAL"|NA
"XON"|"LEAD.POLITICS.QUAL"|NA
"CHK"|"LEAD.POLITICS.QUAL"|"16"
"NBR"|"LEAD.POLITICS.QUAL"|NA
"LPNT"|"LEAD.POLITICS.QUAL"|NA
"ZBRA"|"LEAD.POLITICS.QUAL"|NA
"VSTO"|"LEAD.POLITICS.QUAL"|NA
"CBT"|"LEAD.POLITICS.QUAL"|NA
"WLL"|"LEAD.POLITICS.QUAL"|NA
"MCY"|"LEAD.POLITICS.QUAL"|NA
"CABO"|"LEAD.POLITICS.QUAL"|NA
"FIT"|"LEAD.POLITICS.QUAL"|NA
"RAX"|"LEAD.POLITICS.QUAL"|NA
"AL"|"LEAD.POLITICS.QUAL"|NA
"JW/A"|"LEAD.POLITICS.QUAL"|NA
"TUP"|"LEAD.POLITICS.QUAL"|NA
"GHC"|"LEAD.POLITICS.QUAL"|NA
"SPN"|"LEAD.POLITICS.QUAL"|NA
"AHL"|"LEAD.POLITICS.QUAL"|NA
"LSTR"|"LEAD.POLITICS.QUAL"|NA
"THC"|"LEAD.POLITICS.QUAL"|"60"
"PRA"|"LEAD.POLITICS.QUAL"|NA
"TRN"|"LEAD.POLITICS.QUAL"|NA
"MUSA"|"LEAD.POLITICS.QUAL"|NA
"IONS"|"LEAD.POLITICS.QUAL"|NA
"SLM"|"LEAD.POLITICS.QUAL"|NA
"GME"|"LEAD.POLITICS.QUAL"|"3"
"CMP"|"LEAD.POLITICS.QUAL"|NA
"WEN"|"LEAD.POLITICS.QUAL"|NA
"INOV"|"LEAD.POLITICS.QUAL"|NA
"ASB"|"LEAD.POLITICS.QUAL"|NA
"EAT"|"LEAD.POLITICS.QUAL"|NA
"LPI"|"LEAD.POLITICS.QUAL"|NA
"TKR"|"LEAD.POLITICS.QUAL"|NA
"RBC"|"LEAD.POLITICS.QUAL"|NA
"FEYE"|"LEAD.POLITICS.QUAL"|NA
"CHH"|"LEAD.POLITICS.QUAL"|NA
"STRZA"|"LEAD.POLITICS.QUAL"|NA
"P"|"LEAD.POLITICS.QUAL"|NA
"KATE"|"LEAD.POLITICS.QUAL"|NA
"CREE"|"LEAD.POLITICS.QUAL"|NA
"JCP"|"LEAD.POLITICS.QUAL"|NA
"VC"|"LEAD.POLITICS.QUAL"|NA
"X"|"LEAD.POLITICS.QUAL"|NA
"MDRX"|"LEAD.POLITICS.QUAL"|NA
"WCC"|"LEAD.POLITICS.QUAL"|NA
"PBF"|"LEAD.POLITICS.QUAL"|NA
"LXK"|"LEAD.POLITICS.QUAL"|NA
"DRQ"|"LEAD.POLITICS.QUAL"|NA
"UFS"|"LEAD.POLITICS.QUAL"|NA
"ZNGA"|"LEAD.POLITICS.QUAL"|NA
"CCO"|"LEAD.POLITICS.QUAL"|NA
"MFS"|"LEAD.POLITICS.QUAL"|NA
"TEX"|"LEAD.POLITICS.QUAL"|NA
"APAM"|"LEAD.POLITICS.QUAL"|NA
"RDC"|"LEAD.POLITICS.QUAL"|NA
"NUS"|"LEAD.POLITICS.QUAL"|NA
"TCB"|"LEAD.POLITICS.QUAL"|NA
"AWI"|"LEAD.POLITICS.QUAL"|NA
