"TICKER"|"METRIC"|"VALUE"
"BURL"|"CUST.RELS.ACSI"|"76"
"MDU"|"CUST.RELS.ACSI"|NA
"IPGP"|"CUST.RELS.ACSI"|NA
"EGN"|"CUST.RELS.ACSI"|NA
"NRG"|"CUST.RELS.ACSI"|NA
"RLGY"|"CUST.RELS.ACSI"|NA
"BERY"|"CUST.RELS.ACSI"|NA
"HHC"|"CUST.RELS.ACSI"|NA
"ACAD"|"CUST.RELS.ACSI"|NA
"GGG"|"CUST.RELS.ACSI"|NA
"ENH"|"CUST.RELS.ACSI"|NA
"MSM"|"CUST.RELS.ACSI"|NA
"STR"|"CUST.RELS.ACSI"|NA
"FEIC"|"CUST.RELS.ACSI"|NA
"HTZ"|"CUST.RELS.ACSI"|NA
"GWRE"|"CUST.RELS.ACSI"|NA
"AMCX"|"CUST.RELS.ACSI"|NA
"IAC"|"CUST.RELS.ACSI"|"71"
"ABMD"|"CUST.RELS.ACSI"|NA
"HFC"|"CUST.RELS.ACSI"|NA
"AFSI"|"CUST.RELS.ACSI"|NA
"AGCO"|"CUST.RELS.ACSI"|NA
"JUNO"|"CUST.RELS.ACSI"|NA
"PTC"|"CUST.RELS.ACSI"|NA
"ARRS"|"CUST.RELS.ACSI"|NA
"AMSG"|"CUST.RELS.ACSI"|NA
"FLIR"|"CUST.RELS.ACSI"|NA
"BAH"|"CUST.RELS.ACSI"|NA
"RGLD"|"CUST.RELS.ACSI"|NA
"VVC"|"CUST.RELS.ACSI"|NA
"CAA"|"CUST.RELS.ACSI"|NA
"SBH"|"CUST.RELS.ACSI"|NA
"BIO"|"CUST.RELS.ACSI"|NA
"BC"|"CUST.RELS.ACSI"|NA
"TECH"|"CUST.RELS.ACSI"|NA
"DNKN"|"CUST.RELS.ACSI"|"80"
"MSG"|"CUST.RELS.ACSI"|NA
"BRCD"|"CUST.RELS.ACSI"|NA
"LAZ"|"CUST.RELS.ACSI"|NA
"FAF"|"CUST.RELS.ACSI"|NA
"CONE"|"CUST.RELS.ACSI"|NA
"QEP"|"CUST.RELS.ACSI"|NA
"LECO"|"CUST.RELS.ACSI"|NA
"GPK"|"CUST.RELS.ACSI"|NA
"WTM"|"CUST.RELS.ACSI"|NA
"SMG"|"CUST.RELS.ACSI"|NA
"GPOR"|"CUST.RELS.ACSI"|NA
"RIG"|"CUST.RELS.ACSI"|NA
"ON"|"CUST.RELS.ACSI"|NA
"NBIX"|"CUST.RELS.ACSI"|NA
"NAVI"|"CUST.RELS.ACSI"|NA
"EEFT"|"CUST.RELS.ACSI"|NA
"DATA"|"CUST.RELS.ACSI"|NA
"TER"|"CUST.RELS.ACSI"|NA
"CRL"|"CUST.RELS.ACSI"|NA
"CSAL"|"CUST.RELS.ACSI"|NA
"CXW"|"CUST.RELS.ACSI"|NA
"MTCH"|"CUST.RELS.ACSI"|NA
"EV"|"CUST.RELS.ACSI"|NA
"HXL"|"CUST.RELS.ACSI"|NA
"BOKF"|"CUST.RELS.ACSI"|NA
"CFR"|"CUST.RELS.ACSI"|NA
"CNK"|"CUST.RELS.ACSI"|NA
"DST"|"CUST.RELS.ACSI"|NA
"VWR"|"CUST.RELS.ACSI"|NA
"HEI"|"CUST.RELS.ACSI"|NA
"USG"|"CUST.RELS.ACSI"|NA
"BRKR"|"CUST.RELS.ACSI"|NA
"CSRA"|"CUST.RELS.ACSI"|NA
"ENDP"|"CUST.RELS.ACSI"|NA
"CBI"|"CUST.RELS.ACSI"|NA
"EXP"|"CUST.RELS.ACSI"|NA
"VR"|"CUST.RELS.ACSI"|NA
"POOL"|"CUST.RELS.ACSI"|NA
"FLO"|"CUST.RELS.ACSI"|NA
"SNV"|"CUST.RELS.ACSI"|NA
"KEX"|"CUST.RELS.ACSI"|NA
"ALR"|"CUST.RELS.ACSI"|NA
"SC"|"CUST.RELS.ACSI"|NA
"HE"|"CUST.RELS.ACSI"|NA
"NCR"|"CUST.RELS.ACSI"|NA
"BWXT"|"CUST.RELS.ACSI"|NA
"HUN"|"CUST.RELS.ACSI"|NA
"AKRX"|"CUST.RELS.ACSI"|NA
"SATS"|"CUST.RELS.ACSI"|NA
"THG"|"CUST.RELS.ACSI"|NA
"GWR"|"CUST.RELS.ACSI"|NA
"FNFG"|"CUST.RELS.ACSI"|NA
"CGNX"|"CUST.RELS.ACSI"|NA
"TDC"|"CUST.RELS.ACSI"|NA
"NATI"|"CUST.RELS.ACSI"|NA
"JBL"|"CUST.RELS.ACSI"|NA
"WAL"|"CUST.RELS.ACSI"|NA
"TPX"|"CUST.RELS.ACSI"|NA
"ICPT"|"CUST.RELS.ACSI"|NA
"CACC"|"CUST.RELS.ACSI"|NA
"WEX"|"CUST.RELS.ACSI"|NA
"MORN"|"CUST.RELS.ACSI"|NA
"PWR"|"CUST.RELS.ACSI"|NA
"LDOS"|"CUST.RELS.ACSI"|NA
"CFX"|"CUST.RELS.ACSI"|NA
"R"|"CUST.RELS.ACSI"|NA
"AGO"|"CUST.RELS.ACSI"|NA
"SFM"|"CUST.RELS.ACSI"|NA
"THO"|"CUST.RELS.ACSI"|NA
"PBI"|"CUST.RELS.ACSI"|NA
"TRCO"|"CUST.RELS.ACSI"|NA
"RES"|"CUST.RELS.ACSI"|NA
"DO"|"CUST.RELS.ACSI"|NA
"CAB"|"CUST.RELS.ACSI"|NA
"CR"|"CUST.RELS.ACSI"|NA
"CLGX"|"CUST.RELS.ACSI"|NA
"OMF"|"CUST.RELS.ACSI"|NA
"FI"|"CUST.RELS.ACSI"|NA
"RICE"|"CUST.RELS.ACSI"|NA
"RRD"|"CUST.RELS.ACSI"|NA
"OSK"|"CUST.RELS.ACSI"|NA
"BKU"|"CUST.RELS.ACSI"|NA
"MRD"|"CUST.RELS.ACSI"|NA
"CY"|"CUST.RELS.ACSI"|NA
"LM"|"CUST.RELS.ACSI"|NA
"WPX"|"CUST.RELS.ACSI"|NA
"AWH"|"CUST.RELS.ACSI"|NA
"CST"|"CUST.RELS.ACSI"|NA
"HRC"|"CUST.RELS.ACSI"|NA
"USM"|"CUST.RELS.ACSI"|"72"
"ESV"|"CUST.RELS.ACSI"|NA
"FII"|"CUST.RELS.ACSI"|NA
"LGF"|"CUST.RELS.ACSI"|NA
"ITT"|"CUST.RELS.ACSI"|NA
"FHN"|"CUST.RELS.ACSI"|NA
"OII"|"CUST.RELS.ACSI"|NA
"RYN"|"CUST.RELS.ACSI"|NA
"RGC"|"CUST.RELS.ACSI"|NA
"OUT"|"CUST.RELS.ACSI"|NA
"ANAT"|"CUST.RELS.ACSI"|NA
"INT"|"CUST.RELS.ACSI"|NA
"PTEN"|"CUST.RELS.ACSI"|NA
"CNX"|"CUST.RELS.ACSI"|NA
"SAVE"|"CUST.RELS.ACSI"|"62"
"URBN"|"CUST.RELS.ACSI"|NA
"OI"|"CUST.RELS.ACSI"|NA
"TDS"|"CUST.RELS.ACSI"|NA
"SLGN"|"CUST.RELS.ACSI"|NA
"VMI"|"CUST.RELS.ACSI"|NA
"BKD"|"CUST.RELS.ACSI"|NA
"PAG"|"CUST.RELS.ACSI"|NA
"BPOP"|"CUST.RELS.ACSI"|NA
"CLH"|"CUST.RELS.ACSI"|NA
"ENR"|"CUST.RELS.ACSI"|NA
"SQ"|"CUST.RELS.ACSI"|NA
"CAR"|"CUST.RELS.ACSI"|NA
"STAY"|"CUST.RELS.ACSI"|NA
"BOH"|"CUST.RELS.ACSI"|NA
"XON"|"CUST.RELS.ACSI"|NA
"CHK"|"CUST.RELS.ACSI"|NA
"NBR"|"CUST.RELS.ACSI"|NA
"LPNT"|"CUST.RELS.ACSI"|NA
"ZBRA"|"CUST.RELS.ACSI"|NA
"VSTO"|"CUST.RELS.ACSI"|NA
"CBT"|"CUST.RELS.ACSI"|NA
"WLL"|"CUST.RELS.ACSI"|NA
"MCY"|"CUST.RELS.ACSI"|NA
"CABO"|"CUST.RELS.ACSI"|NA
"FIT"|"CUST.RELS.ACSI"|NA
"RAX"|"CUST.RELS.ACSI"|NA
"AL"|"CUST.RELS.ACSI"|NA
"JW/A"|"CUST.RELS.ACSI"|NA
"TUP"|"CUST.RELS.ACSI"|NA
"GHC"|"CUST.RELS.ACSI"|NA
"SPN"|"CUST.RELS.ACSI"|NA
"AHL"|"CUST.RELS.ACSI"|NA
"LSTR"|"CUST.RELS.ACSI"|NA
"THC"|"CUST.RELS.ACSI"|NA
"PRA"|"CUST.RELS.ACSI"|NA
"TRN"|"CUST.RELS.ACSI"|NA
"MUSA"|"CUST.RELS.ACSI"|NA
"IONS"|"CUST.RELS.ACSI"|NA
"SLM"|"CUST.RELS.ACSI"|NA
"GME"|"CUST.RELS.ACSI"|"78"
"CMP"|"CUST.RELS.ACSI"|NA
"WEN"|"CUST.RELS.ACSI"|"76"
"INOV"|"CUST.RELS.ACSI"|NA
"ASB"|"CUST.RELS.ACSI"|NA
"EAT"|"CUST.RELS.ACSI"|"75"
"LPI"|"CUST.RELS.ACSI"|NA
"TKR"|"CUST.RELS.ACSI"|NA
"RBC"|"CUST.RELS.ACSI"|NA
"FEYE"|"CUST.RELS.ACSI"|NA
"CHH"|"CUST.RELS.ACSI"|"74"
"STRZA"|"CUST.RELS.ACSI"|NA
"P"|"CUST.RELS.ACSI"|NA
"KATE"|"CUST.RELS.ACSI"|NA
"CREE"|"CUST.RELS.ACSI"|NA
"JCP"|"CUST.RELS.ACSI"|"74"
"VC"|"CUST.RELS.ACSI"|NA
"X"|"CUST.RELS.ACSI"|NA
"MDRX"|"CUST.RELS.ACSI"|NA
"WCC"|"CUST.RELS.ACSI"|NA
"PBF"|"CUST.RELS.ACSI"|NA
"LXK"|"CUST.RELS.ACSI"|NA
"DRQ"|"CUST.RELS.ACSI"|NA
"UFS"|"CUST.RELS.ACSI"|NA
"ZNGA"|"CUST.RELS.ACSI"|NA
"CCO"|"CUST.RELS.ACSI"|NA
"MFS"|"CUST.RELS.ACSI"|NA
"TEX"|"CUST.RELS.ACSI"|NA
"APAM"|"CUST.RELS.ACSI"|NA
"RDC"|"CUST.RELS.ACSI"|NA
"NUS"|"CUST.RELS.ACSI"|NA
"TCB"|"CUST.RELS.ACSI"|NA
"AWI"|"CUST.RELS.ACSI"|NA
"NE"|"CUST.RELS.ACSI"|NA
"PAY"|"CUST.RELS.ACSI"|NA
"KOS"|"CUST.RELS.ACSI"|NA
"CVA"|"CUST.RELS.ACSI"|NA
"LPLA"|"CUST.RELS.ACSI"|NA
"NSAM"|"CUST.RELS.ACSI"|NA
"SPWR"|"CUST.RELS.ACSI"|NA
"YELP"|"CUST.RELS.ACSI"|NA
"SCTY"|"CUST.RELS.ACSI"|NA
"PAH"|"CUST.RELS.ACSI"|NA
"KBR"|"CUST.RELS.ACSI"|NA
"SM"|"CUST.RELS.ACSI"|NA
"DDS"|"CUST.RELS.ACSI"|"80"
"AGIO"|"CUST.RELS.ACSI"|NA
"GRPN"|"CUST.RELS.ACSI"|NA
"AAPL"|"LEAD.TAX.AVG"|"60.000%"
"GOOG"|"LEAD.TAX.AVG"|"35.240%"
"MSFT"|"LEAD.TAX.AVG"|"51.660%"
"XOM"|"LEAD.TAX.AVG"|"19.351%"
"BRK.B"|"LEAD.TAX.AVG"|"27.040%"
"AMZN"|"LEAD.TAX.AVG"|"34.115%"
"FB"|"LEAD.TAX.AVG"|"42.633%"
"JNJ"|"LEAD.TAX.AVG"|"31.864%"
"GE"|"LEAD.TAX.AVG"|"25.160%"
"T"|"LEAD.TAX.AVG"|"33.147%"
"WFC"|"LEAD.TAX.AVG"|"31.022%"
"JPM"|"LEAD.TAX.AVG"|"26.759%"
"PG"|"LEAD.TAX.AVG"|"23.724%"
"WMT"|"LEAD.TAX.AVG"|"34.756%"
"VZ"|"LEAD.TAX.AVG"|"16.695%"
"PFE"|"LEAD.TAX.AVG"|"29.154%"
"KO"|"LEAD.TAX.AVG"|"48.299%"
"CVX"|"LEAD.TAX.AVG"|"38.760%"
"V"|"LEAD.TAX.AVG"|"27.967%"
"ORCL"|"LEAD.TAX.AVG"|"32.947%"
"DIS"|"LEAD.TAX.AVG"|"31.886%"
"HD"|"LEAD.TAX.AVG"|"36.734%"
"MRK"|"LEAD.TAX.AVG"|"27.519%"
"PM"|"LEAD.TAX.AVG"|"35.000%"
"CMCSA"|"LEAD.TAX.AVG"|"34.603%"
"INTC"|"LEAD.TAX.AVG"|"26.210%"
"PEP"|"LEAD.TAX.AVG"|"43.102%"
"CSCO"|"LEAD.TAX.AVG"|"46.811%"
"IBM"|"LEAD.TAX.AVG"|"16.530%"
"BAC"|"LEAD.TAX.AVG"|"12.466%"
"UNH"|"LEAD.TAX.AVG"|"38.732%"
"MO"|"LEAD.TAX.AVG"|"35.848%"
"C"|"LEAD.TAX.AVG"|"11.417%"
"BMY"|"LEAD.TAX.AVG"|"12.892%"
"MDT"|"LEAD.TAX.AVG"|"34.774%"
"AMGN"|"LEAD.TAX.AVG"|"20.164%"
"GILD"|"LEAD.TAX.AVG"|"38.183%"
"SLB"|"LEAD.TAX.AVG"|"33.517%"
"MCD"|"LEAD.TAX.AVG"|"47.969%"
"CVS"|"LEAD.TAX.AVG"|"39.120%"
"MA"|"LEAD.TAX.AVG"|"29.972%"
"KHC"|"LEAD.TAX.AVG"|"33.714%"
"MMM"|"LEAD.TAX.AVG"|"28.587%"
"ABBV"|"LEAD.TAX.AVG"|"26.856%"
"AGN"|"LEAD.TAX.AVG"|"14.542%"
"UPS"|"LEAD.TAX.AVG"|"29.079%"
"NKE"|"LEAD.TAX.AVG"|"28.880%"
"WBA"|"LEAD.TAX.AVG"|"38.950%"
"HON"|"LEAD.TAX.AVG"|"25.790%"
"UTX"|"LEAD.TAX.AVG"|"28.819%"
"BA"|"LEAD.TAX.AVG"|"27.230%"
"LLY"|"LEAD.TAX.AVG"|"24.280%"
"SBUX"|"LEAD.TAX.AVG"|"38.459%"
"CELG"|"LEAD.TAX.AVG"|"48.834%"
"QCOM"|"LEAD.TAX.AVG"|"7.558%"
"ACN"|"LEAD.TAX.AVG"|"39.386%"
"UNP"|"LEAD.TAX.AVG"|"37.599%"
"LMT"|"LEAD.TAX.AVG"|"34.430%"
"RAI"|"LEAD.TAX.AVG"|"38.696%"
"USB"|"LEAD.TAX.AVG"|"27.021%"
"MDLZ"|"LEAD.TAX.AVG"|"43.105%"
"COST"|"LEAD.TAX.AVG"|"35.468%"
"DHR"|"LEAD.TAX.AVG"|"34.884%"
"LOW"|"LEAD.TAX.AVG"|"37.158%"
"PCLN"|"LEAD.TAX.AVG"|"53.852%"
"CL"|"LEAD.TAX.AVG"|"25.815%"
"GS"|"LEAD.TAX.AVG"|"32.195%"
"AVGO"|"LEAD.TAX.AVG"|NA
"TXN"|"LEAD.TAX.AVG"|"23.193%"
"AIG"|"LEAD.TAX.AVG"|"18.965%"
"CHTR"|"LEAD.TAX.AVG"|"36.625%"
"DOW"|"LEAD.TAX.AVG"|"16.166%"
"TMO"|"LEAD.TAX.AVG"|"8.033%"
"AXP"|"LEAD.TAX.AVG"|"44.196%"
"CB"|"LEAD.TAX.AVG"|NA
"NEE"|"LEAD.TAX.AVG"|"28.522%"
"DD"|"LEAD.TAX.AVG"|"16.318%"
"OXY"|"LEAD.TAX.AVG"|"31.685%"
"TWX"|"LEAD.TAX.AVG"|"23.190%"
"DUK"|"LEAD.TAX.AVG"|"34.671%"
"BLK"|"LEAD.TAX.AVG"|"31.620%"
"ABT"|"LEAD.TAX.AVG"|"29.385%"
"CRM"|"LEAD.TAX.AVG"|"30.895%"
"COP"|"LEAD.TAX.AVG"|"33.863%"
"FOX"|"LEAD.TAX.AVG"|"19.308%"
"EMC"|"LEAD.TAX.AVG"|"38.014%"
"BIIB"|"LEAD.TAX.AVG"|"30.961%"
"F"|"LEAD.TAX.AVG"|"14.819%"
"TJX"|"LEAD.TAX.AVG"|"39.661%"
"ADBE"|"LEAD.TAX.AVG"|"25.131%"
"SO"|"LEAD.TAX.AVG"|"33.820%"
"KMB"|"LEAD.TAX.AVG"|"35.807%"
"MS"|"LEAD.TAX.AVG"|"12.294%"
"ESRX"|"LEAD.TAX.AVG"|"36.529%"
"MON"|"LEAD.TAX.AVG"|"30.955%"
"MET"|"LEAD.TAX.AVG"|"21.560%"
"AMT"|"LEAD.TAX.AVG"|"9.239%"
"EOG"|"LEAD.TAX.AVG"|"35.989%"
"D"|"LEAD.TAX.AVG"|"32.122%"
"PYPL"|"LEAD.TAX.AVG"|"48.236%"
"GM"|"LEAD.TAX.AVG"|"9.372%"
"CAT"|"LEAD.TAX.AVG"|"28.816%"
"BK"|"LEAD.TAX.AVG"|"33.119%"
"SYK"|"LEAD.TAX.AVG"|"33.945%"
"FDX"|"LEAD.TAX.AVG"|"36.145%"
"GD"|"LEAD.TAX.AVG"|"35.212%"
"PNC"|"LEAD.TAX.AVG"|"26.614%"
"AET"|"LEAD.TAX.AVG"|"38.072%"
"PSX"|"LEAD.TAX.AVG"|"33.499%"
"PSA"|"LEAD.TAX.AVG"|"0.000%"
"MCK"|"LEAD.TAX.AVG"|"37.825%"
"RTN"|"LEAD.TAX.AVG"|"28.486%"
"NFLX"|"LEAD.TAX.AVG"|"26.881%"
"ADP"|"LEAD.TAX.AVG"|"34.011%"
"TGT"|"LEAD.TAX.AVG"|"36.445%"
"NOC"|"LEAD.TAX.AVG"|"30.539%"
"KMI"|"LEAD.TAX.AVG"|"32.046%"
"GIS"|"LEAD.TAX.AVG"|"29.928%"
"REGN"|"LEAD.TAX.AVG"|"21.961%"
"ITW"|"LEAD.TAX.AVG"|"35.782%"
"HAL"|"LEAD.TAX.AVG"|"31.915%"
"LVS"|"LEAD.TAX.AVG"|"8.056%"
"SCHW"|"LEAD.TAX.AVG"|"37.033%"
"CTSH"|"LEAD.TAX.AVG"|"41.959%"
"BDX"|"LEAD.TAX.AVG"|"26.979%"
"YHOO"|"LEAD.TAX.AVG"|"26.971%"
"CCL"|"LEAD.TAX.AVG"|"0.000%"
"ECL"|"LEAD.TAX.AVG"|"21.884%"
"TMUS"|"LEAD.TAX.AVG"|"27.894%"
"ANTM"|"LEAD.TAX.AVG"|"35.957%"
"MMC"|"LEAD.TAX.AVG"|"36.994%"
"KR"|"LEAD.TAX.AVG"|"34.830%"
"EL"|"LEAD.TAX.AVG"|"46.322%"
"YUM"|"LEAD.TAX.AVG"|"35.016%"
"LYB"|"LEAD.TAX.AVG"|"33.372%"
"EMR"|"LEAD.TAX.AVG"|"36.832%"
"COF"|"LEAD.TAX.AVG"|"29.060%"
"TRV"|"LEAD.TAX.AVG"|"20.338%"
"AEP"|"LEAD.TAX.AVG"|"33.690%"
"CI"|"LEAD.TAX.AVG"|"33.506%"
"CME"|"LEAD.TAX.AVG"|"26.833%"
"PX"|"LEAD.TAX.AVG"|"32.563%"
"PRU"|"LEAD.TAX.AVG"|"24.392%"
"TSLA"|"LEAD.TAX.AVG"|"35.000%"
"CCI"|"LEAD.TAX.AVG"|"15.606%"
"STZ"|"LEAD.TAX.AVG"|"23.767%"
"PCG"|"LEAD.TAX.AVG"|"19.957%"
"EXC"|"LEAD.TAX.AVG"|"33.673%"
"BSX"|"LEAD.TAX.AVG"|"22.360%"
"APD"|"LEAD.TAX.AVG"|"26.870%"
"MNST"|"LEAD.TAX.AVG"|"41.986%"
"ICE"|"LEAD.TAX.AVG"|"41.687%"
"HCA"|"LEAD.TAX.AVG"|"28.839%"
"HPE"|"LEAD.TAX.AVG"|"4.850%"
"DAL"|"LEAD.TAX.AVG"|"15.264%"
"ALXN"|"LEAD.TAX.AVG"|"44.270%"
"JCI"|"LEAD.TAX.AVG"|"10.580%"
"BBT"|"LEAD.TAX.AVG"|"29.866%"
"PPG"|"LEAD.TAX.AVG"|"18.938%"
"AON"|"LEAD.TAX.AVG"|"34.114%"
"ATVI"|"LEAD.TAX.AVG"|"42.494%"
"AFL"|"LEAD.TAX.AVG"|"28.808%"
"SPGI"|"LEAD.TAX.AVG"|"36.332%"
"WM"|"LEAD.TAX.AVG"|"35.946%"
"ETN"|"LEAD.TAX.AVG"|"25.572%"
"HUM"|"LEAD.TAX.AVG"|"40.627%"
"SRE"|"LEAD.TAX.AVG"|"18.766%"
"EBAY"|"LEAD.TAX.AVG"|"52.829%"
"APC"|"LEAD.TAX.AVG"|"38.404%"
"SYY"|"LEAD.TAX.AVG"|"37.065%"
"INTU"|"LEAD.TAX.AVG"|"34.994%"
"SHW"|"LEAD.TAX.AVG"|"40.661%"
"K"|"LEAD.TAX.AVG"|"27.254%"
"DE"|"LEAD.TAX.AVG"|"54.780%"
"PXD"|"LEAD.TAX.AVG"|"35.522%"
"PPL"|"LEAD.TAX.AVG"|"38.791%"
"VMW"|"LEAD.TAX.AVG"|"42.411%"
"AMAT"|"LEAD.TAX.AVG"|"27.885%"
"LNKD"|"LEAD.TAX.AVG"|"27.287%"
"VFC"|"LEAD.TAX.AVG"|"34.830%"
"DG"|"LEAD.TAX.AVG"|"36.830%"
"EQIX"|"LEAD.TAX.AVG"|"29.718%"
"LUV"|"LEAD.TAX.AVG"|"39.164%"
"CAH"|"LEAD.TAX.AVG"|"43.760%"
"CSX"|"LEAD.TAX.AVG"|"35.006%"
"ORLY"|"LEAD.TAX.AVG"|"36.960%"
"NVDA"|"LEAD.TAX.AVG"|"42.131%"
"ALL"|"LEAD.TAX.AVG"|"29.523%"
"ADM"|"LEAD.TAX.AVG"|"33.291%"
"ISRG"|"LEAD.TAX.AVG"|"35.335%"
"BAX"|"LEAD.TAX.AVG"|"43.729%"
"NSC"|"LEAD.TAX.AVG"|"35.794%"
"DISH"|"LEAD.TAX.AVG"|"17.474%"
"TSN"|"LEAD.TAX.AVG"|"32.541%"
"EIX"|"LEAD.TAX.AVG"|"24.320%"
"FIS"|"LEAD.TAX.AVG"|"34.635%"
"CBS"|"LEAD.TAX.AVG"|"35.952%"
"VLO"|"LEAD.TAX.AVG"|"34.300%"
"ED"|"LEAD.TAX.AVG"|"33.876%"
"FISV"|"LEAD.TAX.AVG"|"34.450%"
"ZTS"|"LEAD.TAX.AVG"|"32.381%"
"SE"|"LEAD.TAX.AVG"|"31.367%"
"ZBH"|"LEAD.TAX.AVG"|"28.079%"
"STT"|"LEAD.TAX.AVG"|"19.474%"
"NWL"|"LEAD.TAX.AVG"|"29.895%"
"MYL"|"LEAD.TAX.AVG"|"15.097%"
"VRTX"|"LEAD.TAX.AVG"|"27.221%"
"PEG"|"LEAD.TAX.AVG"|"38.527%"
"EA"|"LEAD.TAX.AVG"|"10.971%"
"AZO"|"LEAD.TAX.AVG"|"36.232%"
"HPQ"|"LEAD.TAX.AVG"|"12.736%"
"SYF"|"LEAD.TAX.AVG"|"22.371%"
"DFS"|"LEAD.TAX.AVG"|"37.503%"
"STJ"|"LEAD.TAX.AVG"|"32.602%"
"GLW"|"LEAD.TAX.AVG"|"28.599%"
"XEL"|"LEAD.TAX.AVG"|"34.442%"
"TAP"|"LEAD.TAX.AVG"|"14.257%"
"ROST"|"LEAD.TAX.AVG"|"37.481%"
"WY"|"LEAD.TAX.AVG"|"3.505%"
"EW"|"LEAD.TAX.AVG"|"47.814%"
"DLTR"|"LEAD.TAX.AVG"|"36.912%"
"HLT"|"LEAD.TAX.AVG"|"25.603%"
"APA"|"LEAD.TAX.AVG"|"25.411%"
"HSY"|"LEAD.TAX.AVG"|"34.290%"
"STI"|"LEAD.TAX.AVG"|"22.063%"
"CAG"|"LEAD.TAX.AVG"|"39.478%"
"ILMN"|"LEAD.TAX.AVG"|"38.971%"
"BF B"|"LEAD.TAX.AVG"|"31.614%"
"BHI"|"LEAD.TAX.AVG"|"27.601%"
"WEC"|"LEAD.TAX.AVG"|"37.037%"
"SCCO"|"LEAD.TAX.AVG"|"0.000%"
"PAYX"|"LEAD.TAX.AVG"|"36.330%"
"NLSN"|"LEAD.TAX.AVG"|"16.279%"
"OMC"|"LEAD.TAX.AVG"|"41.061%"
"SIRI"|"LEAD.TAX.AVG"|"25.376%"
"CPB"|"LEAD.TAX.AVG"|"35.863%"
"BEN"|"LEAD.TAX.AVG"|"40.075%"
"CMI"|"LEAD.TAX.AVG"|"27.474%"
"MCO"|"LEAD.TAX.AVG"|"35.560%"
"LB"|"LEAD.TAX.AVG"|"38.053%"
"PCAR"|"LEAD.TAX.AVG"|"36.421%"
"CERN"|"LEAD.TAX.AVG"|"33.030%"
"PGR"|"LEAD.TAX.AVG"|"32.057%"
"NEM"|"LEAD.TAX.AVG"|"18.134%"
"DVN"|"LEAD.TAX.AVG"|"45.343%"
"TYC"|"LEAD.TAX.AVG"|"18.373%"
"MTB"|"LEAD.TAX.AVG"|"32.175%"
"HES"|"LEAD.TAX.AVG"|"18.203%"
"LVLT"|"LEAD.TAX.AVG"|"14.820%"
"HRL"|"LEAD.TAX.AVG"|"38.926%"
"ES"|"LEAD.TAX.AVG"|"34.588%"
"APH"|"LEAD.TAX.AVG"|"37.497%"
"DLPH"|"LEAD.TAX.AVG"|"19.377%"
"TROW"|"LEAD.TAX.AVG"|"35.782%"
"AAL"|"LEAD.TAX.AVG"|"0.293%"
"ADI"|"LEAD.TAX.AVG"|"41.544%"
"MPC"|"LEAD.TAX.AVG"|"34.529%"
"HIG"|"LEAD.TAX.AVG"|"34.336%"
"SJM"|"LEAD.TAX.AVG"|"33.773%"
"CLX"|"LEAD.TAX.AVG"|"31.257%"
"IP"|"LEAD.TAX.AVG"|"26.052%"
"ROP"|"LEAD.TAX.AVG"|"35.727%"
"DTE"|"LEAD.TAX.AVG"|"27.429%"
"DPS"|"LEAD.TAX.AVG"|"28.039%"
"RSG"|"LEAD.TAX.AVG"|"44.438%"
"SWK"|"LEAD.TAX.AVG"|"17.268%"
"BCR"|"LEAD.TAX.AVG"|"37.271%"
"MAR"|"LEAD.TAX.AVG"|"31.261%"
"VIA"|"LEAD.TAX.AVG"|"28.309%"
"IR"|"LEAD.TAX.AVG"|"43.062%"
"ABC"|"LEAD.TAX.AVG"|"47.189%"
"CXO"|"LEAD.TAX.AVG"|"35.797%"
"DLR"|"LEAD.TAX.AVG"|"1.243%"
"AMP"|"LEAD.TAX.AVG"|"26.655%"
"WDAY"|"LEAD.TAX.AVG"|"21.252%"
"WMB"|"LEAD.TAX.AVG"|"33.075%"
"CLR"|"LEAD.TAX.AVG"|"36.383%"
"NTRS"|"LEAD.TAX.AVG"|"30.183%"
"NBL"|"LEAD.TAX.AVG"|"47.251%"
"NUE"|"LEAD.TAX.AVG"|"28.346%"
"EXPE"|"LEAD.TAX.AVG"|"43.565%"
"DVA"|"LEAD.TAX.AVG"|"36.243%"
"DISCA"|"LEAD.TAX.AVG"|"39.916%"
"UA"|"LEAD.TAX.AVG"|"44.295%"
"AMTD"|"LEAD.TAX.AVG"|"37.091%"
"RCL"|"LEAD.TAX.AVG"|"0.000%"
"PRGO"|"LEAD.TAX.AVG"|"17.627%"
"MJN"|"LEAD.TAX.AVG"|"50.134%"
"VMC"|"LEAD.TAX.AVG"|"32.025%"
"ROK"|"LEAD.TAX.AVG"|"33.271%"
"PH"|"LEAD.TAX.AVG"|"30.644%"
"XRAY"|"LEAD.TAX.AVG"|"27.121%"
"IBKR"|"LEAD.TAX.AVG"|"3.748%"
"INCY"|"LEAD.TAX.AVG"|"14.213%"
"ULTA"|"LEAD.TAX.AVG"|"37.866%"
"S"|"LEAD.TAX.AVG"|"30.934%"
"A"|"LEAD.TAX.AVG"|"13.818%"
"CTL"|"LEAD.TAX.AVG"|"39.672%"
"EFX"|"LEAD.TAX.AVG"|"31.162%"
"HSIC"|"LEAD.TAX.AVG"|"33.688%"
"FE"|"LEAD.TAX.AVG"|"30.242%"
"GPC"|"LEAD.TAX.AVG"|"36.241%"
"MHK"|"LEAD.TAX.AVG"|"37.426%"
